,text,date,nickname,date_year,sentiment,sentiment_score
836,tesadüfen de olsa gece vakti bu adamı izlemek akıl karı değil.. koca iki dilim fıstıklı tel kadayıfı midenize indirme sebebiniz oluveriyor.,2011-10-09,geridonusumkutusundavizildayansinek,2011,Negatif,0.7390944361686707
835,"gaziantep'te halil usta'dan ağzının payını almıştır.

vedat milor: buna %30 kadar kuyruk yağı katılmalı bence.
halil usta: %20 yeter.
vedat milor: [tıs]

sen kiminle dans ettiğini sanıyorsun!",2011-10-09,sokur,2011,Negatif,0.9317352771759033
847,"bu adam sincap gibi yemek yiyor ya çok hoşuma gidiyor. karşımda otursun yemek yesin ben mutlu olayım ama karşımda edirne ciğeri yemesin bak, tabağındaki ciğeri yerim sonra çok pis dalarım affedersin.",2011-10-12,tucimania,2011,Pozitif,0.9980462193489075
848,onun yemek yiyişini görünce midem bulanıyor...sad but true,2011-10-13,profession38,2011,Nötr,0.6403972506523132
849,"tuborg severlerin yaşadığı bütün sıkıntıları birebir anlatmıştır.

http://www.vedatmilor.com/…r/İçecek/tuborggold.aspx",2011-10-20,cook,2011,Negatif,0.9555257558822632
850,"siki taşşağına denk tabiri en çok yakışan adam. sen her yeri bedava gez, üstüne en iyi yerlerde yemek ye, bi de üstüne para al. 15 dakika övdüğü yemeğin lezzetine 3 puan vermesi de cabası.",2011-10-20,agresivo,2011,Nötr,0.9912135601043701
851,"az önce izlediğim programı sırasında önüne gelen balıkların hangi asamalardan gecerek piştiğini, mezelerin içerisinde bulunan malzemelerin tümünü bilen adam. o sırada çiğ köfte yiyen ben ise;

tv'den vedat bey: midyenin tekstürü *değişmiş, fazla pişirilmiş
-lan bu çiğ köftenin tekstürü nasıl ki, o değil de et var mı lan bunda acaba?

sonrasında düşündüm, 5 liraya aldıgın çiğ köftede et ne arar, eti gectim bulgur bile koymamıstır adam buna, ne yediğim belirsiz. nasıl bir damak var adamda gercekten ilginc.",2011-10-21,keah,2011,Nötr,0.9893794655799866
852,"devlet literatürünü az çok okumaya başlayan/devam eden her türk sosyal bilimci fani, en az bir kere kendisinin ismiyle bir yerde karşılaşacak, afallayacaktır. benim başıma az evvel geldi; socialist register 2005'te bir dipnotta rastladım. hem de milor'un tezinden, öğrenci ya da hoca olarak dolaştığı kallavi okullardan haberim olduğu halde. bir defa çatal bıçakla, şarap kadehiyle küçük eksenler çizme hareketiyle kafana yerleşince, şaşırıyorsun, yapacak bir şey yok.

geçen yıl koç üniversitesi'ne bir konuşma",2011-10-22,tanidik,2011,Nötr,0.9990125298500061
853,"an itibariyle programi ogle yemegi oncesi mide suyumuzu tavan yaptiriyor ama o tirnaklar ne be vedat aga, valla ilk gordugumde ""o ne bea firenç mi o"" dedim, ha gozluk yoktu gozumde onustan sora fark ettim megerse tirnak uzatmis...
sunca guzel yemegi yerken o tirnaklar olmamis bea, valla.",2011-10-23,icemanr,2011,Nötr,0.9810521006584167
854,"herkesin gurmelik dışındaki mesleğini öğrendiği anda büyük bir şok yaşadığı akademisyen. türkiye'de kalkınma, kalkınmacılık, planlama, devletçilik gibi konularla uzun zamandır ilgilenmeme rağmen kendisinin akademik kimliğini öğrenmem çok komik oldu. bir gün şevket pamuk'tan aldığım bir ders için yazacağım ödev* için öneri* yazmıştım. konu da yukarda bahsettiğim başlıklar. ödev için konu önerisini hocadan geri aldığımda bakmam için not düştüğü referanslar arasında ne göreyim vedat milör'ün the genesis of pl",2011-10-24,the last ottoman emperor,2011,Nötr,0.983771026134491
855,"(bkz: the china study) i okuyacak kadar ingilizcesi olmadığını varsaydığım sözde damak pazarlamacısı. insanlara kanser öneriyor.

evet, damak tadı diye bir şey var ama, nefis diye de bir şey var. nefis iie nefesin aynı kökten geldiğini kendisi de görür belli bir yaşta.

-eee artık haşlanmış patates yemeniz lazım...
-hassss

zamanının ötesine geçmiş. he canım. adamın eli kolu ayrı titriyor, o haklı ben haksızım, di mi? sağdan sağdan körünüze doğru gidin.",2011-10-25,antropolog,2011,Negatif,0.9992746710777283
856,"döner tadarak, etin %70 dana, %30 kuzu olduğunu doğru tahmin etmiştir.",2011-10-27,lucky777,2011,Nötr,0.9992389678955078
857,tatli hayat'taki irfan bey'e benzettigim ustat. burda gorulebilecegi gibi irfan bey jambonun tadina bakarak kac aylik dana oldugunu cozumleyip ne yedigini soyleyebiliyor. tatli hayat'ta adamlar milor'u onceden taklit etmis de haberimiz yokmus.,2011-10-27,kareliangravlax,2011,Nötr,0.9982732534408569
858,"hem imrenme hem kıskançlık duygularını aynı anda yaşatan adam , gıpta edilesi..",2011-10-28,dergo,2011,Pozitif,0.9992685914039612
859,"bu akşam kıbrısta bir fransız lokantasında portakallı krep flambe diye tarif edebileceğim bir şey yedi. kendisine buradan sesleniyorum. hamileyim ve aynısından istiyorum ama üstünde dondurma değil kaymak olacak, sesimi duysun, lütfen..

http://www.gazetea24.com/…mda_28_ekim_2011_izle.htm",2011-10-28,arcadia,2011,Nötr,0.9985603094100952
860,"türkiye'nin en kral gurmesidir. candır.

vedat abi selamlar.
az önce yine yorucu bir seyahati bitirip eve geldim. televizyonda sen vardın. kıbrıs ta klasik fransız mutfağı olan bir restaurant ını tanıttın.
vedat abi. ben seni cidden çok seviyorum ya.
samimi, dürüst, damak tadına düşkün ve en önemlisi bilgilisin.

senden ricam, al beni yanına. 12 senelik kariyerimi yerle yeksan edip yanında takılayım. beni de götür nereye gidersen. asgarai ihtiyaçlarımı karşıla yeter bana. çok ciddiyim ben bak. yeter ki öğr",2011-10-29,host,2011,Pozitif,0.9986565113067627
861,parkinson belirtileri gözlemlediğim şahıs,2011-11-02,acuysal,2011,Nötr,0.895772397518158
862,"ısrarla kendisinin gurme olduğunu bizzat çalıştığı kanal ve/veya hazırladığı programın kj'lerini hazırlayanlar iddia etmektedir. zira her programında yemek yedikten sonra kameraya bakıp konuşurken altta ""vedat milor - gurme"" yazıyor. ya da amca kendi hazırladığı programı hiç televizyondan izlemiyor ki ""gurme değilim gurmanım, öyle yazın"" demiyor.",2011-11-06,kibritsuyu,2011,Negatif,0.9947044253349304
863,"adamin agzinda bildigin kimya laboratuari var yahu. utanmasa yemegin atom dizilimini sayacak valla. et suyu, aci biber, koy yumurtasi, herseyi ayirabiliyor. massallaaaahhh!!

o yemekleri benim onume koysalar ayirabilecegim tek sey tuzlu mu tuzsuz mu olurdu.

saygilar abicim.",2011-11-06,arnatuile,2011,Negatif,0.9970501661300659
864,"bir programinda soyle citir citir bir kerhane tatlisi'ni kagidiyla tutarak serbetini agzinin kenarindan akita akita yese cok yakisacagini ve halka yakinlastiracagini dusundugum kisi.

ama tabi ki de...

--- spoiler ---

houummggg evet gercekten cok nefis olmus 5 aylik sut kuzusunun sutunun tadini alabiliyorum.

--- spoiler ---",2011-11-08,obsessions lament to freedom,2011,Nötr,0.7343326807022095
865,(bkz: yaşamak için yemiyorum yemek için yaşıyorum),2011-11-08,nemesisdurdem,2011,Nötr,0.9962173700332642
866,"adamda ne mide var arkadaş. yemediği yiyecek yok bu adamın. önüne ne getirseler yiyor, yemem demiyor. geçen hafta salyangoz getirdiler önüne, afiyetle indirdi mideye.",2011-11-08,readmymind,2011,Negatif,0.9937013387680054
867,5 aylık değil sadece 20 günlük süt kuzusu beğenen adam. buradan buyrun.,2011-11-08,neyehbe,2011,Nötr,0.9272951483726501
868,"süt kuzu,süt dana,yağ,kuyruk,kaburga,döş,yumuşaklık,sululuk gibi kavramların hastası olan gurme.
içinde kırmızı et olan herşeyde bu kavramların varlığını sorgulamaktadır.
haklı mıdır?
aslında evet,kırmızı etin bazı olmazsa olmazlarını,gittiği tüm mekanlarda aramaktadır.
ancak günümüz türk insanın damak tadının gitgide ""lightlaştığı"" düşünüldüğünde,onun ağız tadı,genelin tercihini yansıtmamaktadır.
örneğin kendisinin ayıla bayıla,öve öve bitiremediği bir mekandaki,herhangi bir yemeği,eşinizle yada herhangi ",2011-11-08,real fener,2011,Nötr,0.9996551871299744
869,"şırdan yediği görülmemiş yiyici.

e, yesin artık!",2011-11-08,arzkara,2011,Nötr,0.9921467304229736
870,"not: hayattaki en büyük gustosu yoğurt tasına sevgilisinin aldığı kayseri mantısını doküp yiyen üstüne de bunu yaparken basılan birisi olarak vedat milor beyefendinin okuduğum bir yazısına ithafen giriyorum bu yazıyı ona göre okuyunuz lütfen.

sevgili vedat ağabel,

geçtiğimiz günlerde bayram ziyaretine gittiğim akrabalarımın evinde yemeği beklerken köşenizi okuma şerefine nail oldum. programınızı hiç izlemedim ama çok ince zevklerin insanı olduğunuza eminim. yazıyı okurken, güney fransada gittiğiniz bir l",2011-11-08,sesshoumaru,2011,Nötr,0.9981355667114258
871,an tibariyle kastamonu da güzel şeyler yiyen gürme.,2011-11-11,whynot,2011,Nötr,0.998303234577179
872,"""dogru acidan yayilmamis halim"" diyerek sofra başındaki bir fotosunu çekinmeden herkeşlerle paylaşan da bir güzel adamdır.https://twitter.com/…tus/135802908838068224/photo/1",2011-11-14,ol babda emr u ferman,2011,Pozitif,0.9994363188743591
873,"tam bir kuzu fetişisti.
yahu bir adam börek yerken bile niye dana kıyması kullanıyorsunuz da kuzuyu denemiyorsunuz diye sorar mı yahu?
tandırda, kebapta kuzu eti yiye yiye kuzu bırakmadın ülkede vedatcım bırak börekte de kuzu eti yeme bari..
alla alla",2011-11-14,wepa,2011,Negatif,0.989561915397644
874,"bir roportajinda ""cekim oldugu gunler daha bir gece onceden hic bisi yemiyorum kehkeh"" demis galatasaray lisesi mezunu, soyadi garip, o kadar seyi neresine yedigini anlamadigim adam.",2011-11-14,ne desem bilemedim ki,2011,Nötr,0.9876747727394104
875,"tattığı yemekleri ağzına burnuna itekleyip, nasıl, güzel mi diye sorasım geliyor hep. neden bilmiyorum.",2011-11-14,eksik etek,2011,Nötr,0.9829481244087219
876,"""göçürdü yine afrika'da bir köyün yiyeceğini tek öğünde!"" diye, hakkında, arasıra hırs yaptığım arkadaş.",2011-11-15,aaali,2011,Nötr,0.9977157711982727
877,"bir çatal yediği kuzunun, koyunun, ineğin neyse dünyanın hangi ülkesinin neresinde otladığını, hangi cins otu yediğini, doğurup doğurmadığını, efendim kaç yaşında kesildiğini bile söylüyor adam.",2011-11-15,okypete,2011,Nötr,0.9942712187767029
878,"o kadar açık söylüyor ki beğenmediği yemeği, ben utanıyorum izlerken.
(bkz: başkaları adına utanmak)",2011-11-15,nedendir bilinmez,2011,Negatif,0.9995855093002319
879,izlediğimde -aç olsam bile- bende kesinlikle yeme isteği yaratmayan kişi... ya da ben acayibim.,2011-11-15,selenium e,2011,Negatif,0.8502073287963867
880,"kendisini gurme ilan eden ama benim kendisini magmalara yollamak istedigim mumtaz kisilik. yedigin o yemekler bogazina dursun adam. gecenin bir korunde cikiyor insanin karsina o kebap senin, bu kavurma benim, su balık komsunun... umugunu sikasi geliyor insanin hatta tas edesi geliyor...

z.ö. nden bildiriyorum: evet kiskaniyorum herifin hapur hupur herseyi goturmesini. gecenin korunde canim istiyor onun yuzunden. ve hayir efendim sisko degilim aksine zayifim. hadi simdi dagilin.",2011-11-15,react,2011,Negatif,0.9992886781692505
881,"ben bu adamın programında kameracı, ışıkçı ne bileyim herhangi bir şey olmak istiyorum. beni de götürsün o gittiği yerlere, yemek kültürü nası genişler bi insanın o kadar gezmeye, yemeye. tad almak, aldığı tadı yorumlamak herkesin yapabileceği bir şey değil bence. öğrenmek istiyorum. ben de annem yemek yapınca onları yerken vedat milor gibi yemek hakkında yorum yapmak istiyorum. etin neresi kullanılmış, nası bi yöntemle pişmiş, hangi baharatlar var ne kullansa daha iyi olurdu filan gibi. ha bunları mutfakt",2011-11-15,literally dead,2011,Nötr,0.9989065527915955
882,"zeytinyağından çeyrek çorba kaşığı yuttuktan sonra size ne çeşit bir yağ olduğunu söyleyebiliyor. ya ben? gözümü kapat, çay bardağıyla bi ıhlamur bi de çay ver. hangisi hangisi onu ayıramıyorum daha. kibirmiş gibi görünen bir tevazu var ustada. hastasıyız.",2011-11-17,kurt resul,2011,Negatif,0.7274014949798584
883,programının son bölümünde kıbrısta bir fransız restorantında sümüklü böcek yedi pek türk tamak tadına göre değildi ama restorant jantiydi sanırım.,2011-11-18,buralari hep dutluktu,2011,Nötr,0.9988434314727783
884,ağzını şaplatarak yemek yemese çok seveceğim kişiliktir. o da eminim benisevseydin nolurdu diye oturup ağlıyordur. hıhım evet.,2011-11-19,bokvardedilergeldik,2011,Nötr,0.9964184165000916
885,yedikleri yüzünden yediklerime burun kıvırdığım gurme. kendisi taze kesilmiş dana etinin keyfini sürüyor. aynı gazla ben de dana eti almıştım ama benim aldığım dana eti o yediği dananın anneannesiydi.,2011-11-19,ne me lazim meme lazim,2011,Nötr,0.7271475195884705
886,kendisinin söyle bir röportaji varmis: http://www.hurriyet.com.tr/…19283214.asp?yazarid=12,2011-11-21,sayko gan,2011,Nötr,0.9975289106369019
887,ahmet san'ın yemekle uğraşanı.,2011-11-25,weekend warrior,2011,Nötr,0.9995600581169128
888,(bkz: kuzu),2011-11-25,geomancer,2011,Nötr,0.9994305372238159
889,"gecen yil annemin kendisi hakkinda ""gercek bir beyefendi"" demesinden sonra hala aklima geldikce gulmem bir yana, soyadinin cok guzel tinisi var. bak yapabilecek miyim emin degilim ama boyle meltem cumbul'un bir harun kolcak tanitma cingili vardi yillar once, ""harun harun, yemek yerken harun, diskoda harun"" diye, o tanitimin sonunda ""ha-runnn!"" diye bagirarak bitirirdi; hah, iste o harun tinlamasiyla duyuyorum milor'u. sukran gunu tatili en sevdigim tatil, bir butun hindiyi gunlerce kemire kemire beyin hind",2011-11-28,procastinator,2011,Nötr,0.9987610578536987
891,ecthelion'un ogludur.,2011-12-02,obsessions lament to freedom,2011,Nötr,0.9959152936935425
892,an itibarıyla oğlak eti dişlerken ispanya'da yirmi günlük kuzunun etini yediğini itiraf etti; o kuzuların hesabı sorulacak vedat!,2011-12-02,efendi,2011,Negatif,0.9986966848373413
890,çeri dometesi fışkırtarak yiyen adam..bide ağzını mı şapurtuyor ne?,2011-12-02,parametrikantiseptik,2011,Negatif,0.9995384812355042
893,"bolulu teyzenin mantarı için: - ""çok güzel. fransa'da bunu şaraplı lüdon sosu ile yaparlar."" teyze: - ""o da güzel olur.""",2011-12-04,recru1t,2011,Nötr,0.5992712378501892
894,"1 yıl arayla tekrardan efes pilsen'e gereken ayarı vermiş. ha adamlar bunu dikkate almıyorlar, o başka bir yazının konusu olsun.

http://www.vedatmilor.com/…/2011/birbirapaneli.aspx

""bazı biralarda fermantasyonu hızlandırmak ve maliyeti düşürmek için pirinç ve glukoz var. örneğin efes. almanya’da geçerli kanunlara göre, biralarda pirinç ve glukoz kullanımı yasak.""",2011-12-05,d k a,2011,Nötr,0.9992287755012512
895,"diş çektirdikten veya yaptırdıktan sonra izlenmemesi gereken kişi. şahsen ben hayatımın en büyük hatasını bu şekilde yaptım. zaten açtım, dişimi çektirmek zorunda kalmıştım ve evet bir daha yinelemekte fayda var; açtım. bir de üstüne o hafta güzide şehrimin güzide bir restaurant'ında çekim yaptığını görünce ve o enfes, tadına doyum olmaz, çeşit çeşit yemeklerden iştahla şapur şupur yediğini görünce daha da fena oldum. normalde ilgimi çekmeyecek yemekler bile vedat milor'un önünde devasa bir lezzet harikası",2011-12-05,kapatkapilarini,2011,Negatif,0.9980030655860901
896,"sanırım ntv'deki programına ara verdi. ne zaman açsam kafasında bandanayla yemek anlatan kıprıslı bir abinin lokantasına gittiği bölümü yayınlıyorlar. yetmişbeşinci keredir aynı program. yeter da, vedat milor ara verdiyse bile bir sürü program çekti, biraz da ötekileri tekrar gösterin.",2011-12-10,kibritsuyu,2011,Nötr,0.9913917183876038
897,"kımız tadarken ""bunu şarap gibi analiz edicem"" diyen bi adam.. ailecek seviyoruz.",2011-12-11,bir yudum ben,2011,Pozitif,0.9994550943374634
898,"kendisi de ayar yiyebilen bir gurmeymiş, öğrendik...

(bkz: http://www.rejansrestaurant.com/…vedat_milor-cp-168)",2011-12-11,delinin zoru,2011,Nötr,0.9979875087738037
899,"yaptıgı iş sebebiyle imrenilecek adamlar listesinin başında yer alır. o kadar yemegi şapur şupur ye bide üstüne para al güzel iş.

(bkz: celal pir) (bkz: saffet üçüncü)",2011-12-12,yusuf tazim reyiz,2011,Nötr,0.9927735328674316
905,ağızını şapır şapır şapırdatan adam. her seferinde çatalı bıçağı kenara koyup elleriyle girişecek mi diye bekliyorum. bir gün yapacak...,2011-12-16,nobody knows me,2011,Nötr,0.9948163628578186
904,"boğaziçi, berkeley, stanford, brown, princeton, koç, georgia teknoloji enstitüsü ve london school of economics okullarıyla eğitim görme, ders verme ve dereceyle bitirme gibi ilişkileri olmuştur. eğitim dünyasında ülkemiz standartlarında yaklaşık olarak 40 öğrenci gücündedir. ayrıca doktora tezi o yılın en iyisi seçilmiştir. derler ya 3.5 kilo diye, bununki öyle böyle değil.",2011-12-16,mcyc,2011,Nötr,0.9996898770332336
903,"kendisi gibi bir insanın daha yetişemeyeceği bir ülkenin evladıdır.
kültürlü, eğitimli, zevkli, kibar ve samimidir.",2011-12-16,delta28,2011,Pozitif,0.9994696974754333
